,User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount,Status,unnamed1
8009,1001069,Krutika,P00211442,F,26-35,26,0,Delhi,Central,Healthcare,Beauty,4,6027.0,,
8012,1001737,Adhvaita,P00228542,F,36-45,36,0,Punjab,Northern,Lawyer,Electronics & Gadgets,4,6026.0,,
8014,1002109,Gelder,P00060242,F,26-35,30,0,Uttar Pradesh,Central,Banking,Beauty,1,6026.0,,
8015,1005550,Gonzalez,P00035842,F,36-45,37,0,Andhra Pradesh,Southern,Healthcare,Beauty,1,6025.0,,
8016,1002824,Noopur,P00137542,F,18-25,24,0,Delhi,Central,Chemical,Electronics & Gadgets,3,6023.0,,
8017,1002824,Noopur,P00137542,F,18-25,24,0,Kerala,Southern,Chemical,Electronics & Gadgets,1,6023.0,,
8018,1000107,Benoit,P00100842,F,46-50,49,1,Uttar Pradesh,Central,Automobile,Electronics & Gadgets,2,6023.0,,
8019,1004016,Dowd,P00221942,F,51-55,54,0,Gujarat,Western,IT Sector,Electronics & Gadgets,4,6022.0,,
8020,1004425,Indulekha,P00159442,F,36-45,42,0,Delhi,Central,Banking,Electronics & Gadgets,3,6021.0,,
8021,1000984,Ben,P00274942,F,51-55,54,0,Punjab,Northern,Agriculture,Electronics & Gadgets,2,6021.0,,
8024,1003778,Dickinson,P00059842,F,26-35,27,0,Punjab,Northern,Banking,Electronics & Gadgets,2,6019.0,,
8026,1001579,Victor,P00181842,F,26-35,29,0,Jharkhand,Eastern,Hospitality,Electronics & Gadgets,2,6018.0,,
8028,1005555,Mahima,P00074142,F,0-17,17,1,Madhya Pradesh,Central,Food Processing,Electronics & Gadgets,1,6018.0,,
8029,1005555,Mahima,P00074142,F,0-17,17,1,Rajasthan,Northern,Food Processing,Electronics & Gadgets,2,6018.0,,
8032,1000209,Häberlin,P00250242,F,36-45,41,0,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,3,6017.0,,
8034,1000209,Häberlin,P00250242,F,36-45,41,0,Uttarakhand,Central,Aviation,Electronics & Gadgets,1,6017.0,,
8036,1004161,Murray,P00336642,F,46-50,50,1,Kerala,Southern,Hospitality,Electronics & Gadgets,4,6016.0,,
8037,1004161,Murray,P00336642,F,46-50,50,1,Maharashtra,Western,Hospitality,Decor,4,6016.0,,
8038,1004253,Ekta,P00302742,F,46-50,49,0,Jharkhand,Eastern,Banking,Electronics & Gadgets,4,6015.0,,
8039,1004253,Ekta,P00302742,F,46-50,49,0,Rajasthan,Northern,Banking,Electronics & Gadgets,4,6015.0,,
8040,1001069,Krutika,P00216542,F,26-35,32,0,Punjab,Northern,Banking,Electronics & Gadgets,4,6014.0,,
8041,1001015,Bharat,P00284742,F,36-45,43,0,Gujarat,Western,Banking,Electronics & Gadgets,1,6013.0,,
8042,1001687,Bruce,P00229342,F,26-35,33,0,Madhya Pradesh,Central,Automobile,Electronics & Gadgets,1,6013.0,,
8043,1001224,Bierner,P00324942,F,51-55,52,1,Madhya Pradesh,Central,Healthcare,Beauty,3,6013.0,,
8044,1005054,Parhena,P00255842,F,36-45,44,1,Uttar Pradesh,Central,Banking,Decor,4,6013.0,,
8045,1003808,Vishakha,P0098342,F,26-35,29,0,Haryana,Northern,Aviation,Electronics & Gadgets,2,6012.0,,
8046,1003808,Vishakha,P0098342,F,26-35,29,0,Telangana,Southern,Aviation,Electronics & Gadgets,2,6012.0,,
8047,1002880,House,P00334242,F,18-25,23,1,Gujarat,Western,Aviation,Electronics & Gadgets,2,6011.0,,
8048,1000333,Priyanshu,P00114542,F,36-45,43,1,Himachal Pradesh,Northern,Govt,Electronics & Gadgets,1,6010.0,,
8049,1002537,Cindy,P00282842,F,36-45,43,1,Himachal Pradesh,Northern,Banking,Electronics & Gadgets,1,6010.0,,
8050,1002119,Pooja,P00358342,F,36-45,38,0,Punjab,Northern,Govt,Electronics & Gadgets,1,6010.0,,
8051,1002806,Vivek,P00328142,F,0-17,13,1,Kerala,Southern,Hospitality,Electronics & Gadgets,3,6009.0,,
8052,1002018,Vittorini,P00088942,F,36-45,40,0,Delhi,Central,Healthcare,Beauty,2,6008.0,,
8054,1000827,Tyler,P00124742,F,46-50,47,0,Kerala,Southern,Healthcare,Electronics & Gadgets,3,6007.0,,
8055,1001246,Rutuja,P00125942,F,18-25,21,0,Bihar,Eastern,IT Sector,Electronics & Gadgets,2,6005.0,,
8056,1001215,Carl,P00183042,F,36-45,39,0,Maharashtra,Western,Textile,Beauty,3,6005.0,,
8057,1001246,Rutuja,P00125942,F,18-25,21,0,Uttarakhand,Central,IT Sector,Electronics & Gadgets,1,6005.0,,
8059,1003080,Yash,P00015242,F,26-35,26,0,Jharkhand,Eastern,Food Processing,Electronics & Gadgets,2,6004.0,,
8060,1001063,Flanagan,P00111742,F,36-45,42,1,Andhra Pradesh,Southern,Chemical,Electronics & Gadgets,4,6003.0,,
8061,1004094,Chikku,P00305142,F,26-35,26,0,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,2,6003.0,,
8062,1005233,Yana,P00064942,F,26-35,26,0,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,2,6001.0,,
8063,1005924,Blacks,P00048142,F,36-45,37,1,Uttar Pradesh,Central,Aviation,Electronics & Gadgets,2,6001.0,,
8064,1004666,Clay,P00343542,F,36-45,39,0,Andhra Pradesh,Southern,Healthcare,Electronics & Gadgets,2,5998.0,,
8065,1001298,Siddharth,P00078642,F,36-45,36,1,Haryana,Northern,Food Processing,Electronics & Gadgets,2,5998.0,,
8066,1004589,Dunbar,P00289942,F,26-35,34,1,Bihar,Eastern,Hospitality,Electronics & Gadgets,3,5997.0,,
8068,1004277,Sanjay,P00279142,F,36-45,40,0,Madhya Pradesh,Central,Govt,Beauty,2,5995.0,,
8069,1003294,Jay,P00146742,F,18-25,21,0,Punjab,Northern,Banking,Electronics & Gadgets,3,5995.0,,
8070,1002212,Brosina,P00179442,F,18-25,22,0,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,4,5994.0,,
8071,1000403,Rohan,P00193542,F,18-25,18,1,Rajasthan,Northern,Banking,Electronics & Gadgets,3,5993.0,,
8072,1003610,Pournamasi,P00246642,F,18-25,24,0,Kerala,Southern,Automobile,Electronics & Gadgets,3,5992.0,,
8073,1000575,Katherine,P00274942,F,26-35,30,1,Kerala,Southern,Textile,Electronics & Gadgets,3,5990.0,,
8074,1005703,Troy,P00088242,F,55+,91,1,Rajasthan,Northern,IT Sector,Electronics & Gadgets,4,5989.0,,
8075,1001447,Aastha,P00033042,F,18-25,23,1,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,4,5988.0,,
8076,1003499,Jennifer,P00052042,F,26-35,31,1,Uttarakhand,Central,Construction,Electronics & Gadgets,4,5987.0,,
8078,1005881,Tulika,P00144642,F,36-45,44,0,Delhi,Central,Healthcare,Beauty,2,5985.0,,
8080,1001972,Miller,P00265242,F,46-50,46,1,Uttar Pradesh,Central,Healthcare,Electronics & Gadgets,2,5983.0,,
8081,1005005,Alice,P00168842,F,46-50,50,0,Andhra Pradesh,Southern,Agriculture,Electronics & Gadgets,3,5979.0,,
8082,1005604,Schwartz,P00090942,F,36-45,41,1,Uttarakhand,Central,Banking,Electronics & Gadgets,4,5979.0,,
8083,1000662,Pawlan,P00042142,F,18-25,18,0,Kerala,Southern,Construction,Electronics & Gadgets,4,5978.0,,
8084,1002656,Valerie,P00057442,F,55+,61,0,Kerala,Southern,Banking,Electronics & Gadgets,4,5978.0,,
8085,1004074,Zuschuss,P00110542,F,36-45,41,1,Delhi,Central,Textile,Electronics & Gadgets,2,5977.0,,
8086,1004074,Zuschuss,P00110542,F,36-45,41,1,Haryana,Northern,Textile,Electronics & Gadgets,1,5977.0,,
8087,1002572,Chris,P00255742,F,36-45,41,1,Punjab,Northern,Banking,Electronics & Gadgets,3,5976.0,,
8088,1001252,McMahon,P00120942,F,55+,76,0,Kerala,Southern,Construction,Electronics & Gadgets,1,5975.0,,
8089,1001181,Cathy,P00311342,F,36-45,44,1,Madhya Pradesh,Central,Construction,Beauty,2,5975.0,,
8090,1001252,McMahon,P00120942,F,55+,76,0,Telangana,Southern,Construction,Electronics & Gadgets,4,5975.0,,
8091,1002436,Degenhardt,P00351842,F,26-35,34,0,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,2,5974.0,,
8093,1003081,Kalyani,P00182142,F,26-35,30,1,Madhya Pradesh,Central,Healthcare,Beauty,2,5974.0,,
8096,1004728,Larry,P00110642,F,26-35,29,0,Maharashtra,Western,Retail,Electronics & Gadgets,1,5973.0,,
8097,1000402,Karen,P00037142,F,26-35,35,1,Maharashtra,Western,Textile,Electronics & Gadgets,1,5973.0,,
8098,1003859,Sanskriti,P00010242,F,26-35,31,1,Andhra Pradesh,Southern,Lawyer,Beauty,3,5972.0,,
8100,1000911,Jaydeep,P00270942,F,51-55,54,0,Madhya Pradesh,Central,Food Processing,Beauty,4,5972.0,,
8101,1001891,Akin,P00275842,F,46-50,50,1,Andhra Pradesh,Southern,Hospitality,Electronics & Gadgets,3,5971.0,,
8102,1000255,Goldwyn,P00073842,F,36-45,40,1,Madhya Pradesh,Central,Construction,Beauty,4,5971.0,,
8103,1003705,Paridhi,P00114442,F,46-50,48,0,Madhya Pradesh,Central,Retail,Beauty,3,5971.0,,
8104,1002092,Shivangi,P00109942,F,55+,82,1,Madhya Pradesh,Central,Aviation,Beauty,2,5971.0,,
8105,1005067,Pak,P00318542,F,55+,57,1,Uttar Pradesh,Central,Banking,Electronics & Gadgets,4,5971.0,,
8106,1002777,Overfelt,P00282842,F,18-25,24,1,Madhya Pradesh,Central,Media,Beauty,3,5970.0,,
8107,1003547,Parishi,P00119742,F,36-45,36,1,Madhya Pradesh,Central,Healthcare,Beauty,2,5970.0,,
8108,1002896,Dashyam,P00262242,F,18-25,24,0,Gujarat,Western,Construction,Electronics & Gadgets,3,5969.0,,
8109,1001591,Anchal,P00057642,F,51-55,54,1,Himachal Pradesh,Northern,Aviation,Electronics & Gadgets,1,5969.0,,
8110,1002896,Dashyam,P00262242,F,18-25,24,0,Punjab,Northern,Construction,Electronics & Gadgets,4,5969.0,,
8111,1001591,Anchal,P00057642,F,51-55,54,1,Telangana,Southern,Aviation,Electronics & Gadgets,4,5969.0,,
8113,1003650,Ginny,P00167542,F,26-35,26,0,Himachal Pradesh,Northern,Textile,Electronics & Gadgets,2,5967.0,,
8115,1001124,Hamilton,P00041642,F,26-35,31,1,Uttar Pradesh,Central,Media,Decor,1,5967.0,,
8116,1005788,Bixby,P00128042,F,26-35,34,0,Rajasthan,Northern,Hospitality,Electronics & Gadgets,3,5966.0,,
8118,1005550,Gonzalez,P00105442,F,36-45,45,0,Jharkhand,Eastern,Healthcare,Electronics & Gadgets,2,5965.0,,
8119,1000963,Monu,P00070042,F,26-35,30,0,Madhya Pradesh,Central,IT Sector,Beauty,2,5962.0,,
8120,1002890,Maithilee,P00036842,F,36-45,45,1,Madhya Pradesh,Central,Retail,Beauty,2,5962.0,,
8121,1004312,Eaton,P00216342,F,26-35,30,1,Kerala,Southern,Aviation,Electronics & Gadgets,2,5961.0,,
8122,1003157,Tran,P00265242,F,26-35,32,0,Kerala,Southern,Lawyer,Electronics & Gadgets,1,5960.0,,
8124,1005335,Amit,P00338442,F,26-35,28,0,Jharkhand,Eastern,Banking,Electronics & Gadgets,3,5959.0,,
8125,1003503,Lloyd,P00109542,F,18-25,23,0,Madhya Pradesh,Central,Retail,Beauty,4,5959.0,,
8131,1004078,Amruta,P00192542,F,26-35,30,1,Uttar Pradesh,Central,Agriculture,Decor,4,5955.0,,
8132,1002063,Shreyshi,P00332942,F,26-35,35,1,Bihar,Eastern,Healthcare,Electronics & Gadgets,1,5954.0,,
8133,1001666,Swint,P00286642,F,26-35,34,1,Jharkhand,Eastern,Banking,Electronics & Gadgets,3,5952.0,,
8134,1000230,Aayush,P00057642,F,46-50,49,1,Jharkhand,Eastern,Chemical,Electronics & Gadgets,4,5951.0,,
8135,1001134,Bertelson,P00037442,F,18-25,20,0,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,3,5951.0,,
8136,1001794,Parishi,P00113642,F,26-35,35,1,Gujarat,Western,Govt,Electronics & Gadgets,2,5950.0,,
8137,1002837,Ordway,P00273742,F,18-25,21,0,Punjab,Northern,Hospitality,Electronics & Gadgets,1,5949.0,,
8138,1005576,Subhashree,P00277442,F,26-35,33,0,Madhya Pradesh,Central,Govt,Beauty,3,5948.0,,
8139,1000565,Mike,P00226342,F,26-35,28,1,Uttar Pradesh,Central,Agriculture,Electronics & Gadgets,2,5947.0,,
8140,1001074,Brown,P00314142,F,46-50,50,0,Madhya Pradesh,Central,Automobile,Beauty,1,5946.0,,
8141,1000791,Stuart,P00015642,F,36-45,43,0,Madhya Pradesh,Central,Aviation,Beauty,2,5945.0,,
8142,1004138,Anemone,P00145442,F,26-35,33,1,Himachal Pradesh,Northern,Banking,Electronics & Gadgets,2,5943.0,,
8143,1003579,Flashing,P00114342,F,18-25,25,1,Jharkhand,Eastern,Retail,Electronics & Gadgets,4,5943.0,,
8144,1003115,Gayman,P00351342,F,36-45,37,0,Uttar Pradesh,Central,Retail,Beauty,2,5943.0,,
8145,1002784,Martin,P00314242,F,51-55,52,0,Delhi,Central,Healthcare,Electronics & Gadgets,1,5941.0,,
8146,1002784,Martin,P00314242,F,51-55,52,0,Delhi,Central,Healthcare,Electronics & Gadgets,3,5941.0,,
8147,1003550,Jesal,P00114942,F,26-35,28,0,Rajasthan,Northern,Hospitality,Electronics & Gadgets,3,5941.0,,
8150,1004930,Sanjova,P00117842,F,51-55,53,1,Jharkhand,Eastern,Textile,Electronics & Gadgets,2,5940.0,,
8153,1002771,Sukant,P00057642,F,18-25,22,1,Madhya Pradesh,Central,IT Sector,Beauty,2,5939.0,,
8154,1004260,Lisha,P00174542,F,26-35,27,1,Maharashtra,Western,IT Sector,Electronics & Gadgets,3,5939.0,,
8155,1000774,Abhishek,P00265242,F,18-25,20,1,Punjab,Northern,Aviation,Electronics & Gadgets,2,5939.0,,
8156,1004126,Shatayu,P00190542,F,26-35,35,0,Uttar Pradesh,Central,Hospitality,Beauty,1,5938.0,,
8157,1003475,Cousins,P00036442,F,26-35,33,1,Uttar Pradesh,Central,Media,Electronics & Gadgets,2,5937.0,,
8158,1005779,Pranjali,P00274142,F,26-35,27,0,Uttarakhand,Central,Agriculture,Electronics & Gadgets,4,5937.0,,
8159,1003940,Kritika,P00102942,F,36-45,42,0,Maharashtra,Western,Govt,Electronics & Gadgets,4,5936.0,,
8160,1004058,Shaily,P00183442,F,26-35,34,1,Rajasthan,Northern,Automobile,Electronics & Gadgets,1,5936.0,,
8161,1004422,Andreada,P00255542,F,26-35,35,1,Rajasthan,Northern,Aviation,Electronics & Gadgets,4,5935.0,,
8162,1000496,Hudgings,P00046742,F,18-25,21,1,Andhra Pradesh,Southern,Govt,Electronics & Gadgets,2,5934.0,,
8163,1000342,Tillman,P00003242,F,18-25,22,1,Kerala,Southern,Chemical,Electronics & Gadgets,3,5934.0,,
8165,1001628,Sandeep,P00061142,F,18-25,25,0,Kerala,Southern,Construction,Electronics & Gadgets,2,5933.0,,
8166,1001430,Raksha,P00112442,F,18-25,24,1,Uttarakhand,Central,Aviation,Electronics & Gadgets,1,5933.0,,
8167,1001109,Kristen,P00243942,F,18-25,18,1,Andhra Pradesh,Southern,Media,Electronics & Gadgets,4,5932.0,,
8170,1003808,Vishakha,P00145742,F,26-35,31,0,Gujarat,Western,Aviation,Electronics & Gadgets,3,5930.0,,
8171,1002125,Noshiba,P00063342,F,36-45,40,1,Himachal Pradesh,Northern,Media,Electronics & Gadgets,2,5930.0,,
8173,1003808,Vishakha,P00145742,F,26-35,31,0,Rajasthan,Northern,Aviation,Electronics & Gadgets,1,5930.0,,
8174,1002116,Stuti,P00293242,F,18-25,20,0,Gujarat,Western,Automobile,Electronics & Gadgets,1,5929.0,,
8175,1001676,Kirti,P00196242,F,18-25,19,1,Uttar Pradesh,Central,Banking,Electronics & Gadgets,3,5929.0,,
8176,1002116,Stuti,P00293242,F,18-25,20,0,Uttarakhand,Central,Automobile,Electronics & Gadgets,1,5929.0,,
8178,1002832,Richard,P00100942,F,26-35,26,0,Himachal Pradesh,Northern,Healthcare,Electronics & Gadgets,2,5926.0,,
8179,1000859,Lynn,P00213542,F,26-35,28,1,Himachal Pradesh,Northern,Govt,Electronics & Gadgets,4,5926.0,,
8182,1001157,Rick,P00237542,F,46-50,46,1,Himachal Pradesh,Northern,IT Sector,Electronics & Gadgets,4,5925.0,,
8183,1005515,Karl,P00025442,F,18-25,25,0,Andhra Pradesh,Southern,Food Processing,Electronics & Gadgets,1,5924.0,,
8184,1000036,Sonia,P00347142,F,26-35,31,0,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,3,5923.0,,
8185,1002949,Edward,P00255942,F,26-35,26,1,Andhra Pradesh,Southern,IT Sector,Beauty,4,5920.0,,
8186,1003410,Kamberova,P00254842,F,36-45,41,1,Bihar,Eastern,Lawyer,Electronics & Gadgets,1,5920.0,,
8187,1005070,Chandni,P00199442,F,26-35,26,0,Madhya Pradesh,Central,Construction,Electronics & Gadgets,4,5920.0,,
8188,1003410,Kamberova,P00254842,F,36-45,41,1,Telangana,Southern,Lawyer,Electronics & Gadgets,1,5920.0,,
8189,1000424,Sudevi,P00221442,F,26-35,26,1,Himachal Pradesh,Northern,Aviation,Electronics & Gadgets,1,5919.0,,
8190,1005897,Crouse,P00254842,F,26-35,35,0,Madhya Pradesh,Central,Media,Electronics & Gadgets,4,5919.0,,
8191,1002389,Aayush,P00127242,F,26-35,26,1,Maharashtra,Western,Retail,Beauty,3,5919.0,,
8193,1004734,Lampkin,P00115742,F,51-55,53,0,Maharashtra,Western,Chemical,Electronics & Gadgets,4,5918.0,,
8194,1001741,Barchas,P00144342,F,36-45,36,1,Punjab,Northern,Lawyer,Electronics & Gadgets,2,5918.0,,
8195,1005493,Stewart,P00295842,F,36-45,43,1,Punjab,Northern,Chemical,Electronics & Gadgets,1,5918.0,,
8197,1005217,Ludwig,P00165442,F,26-35,33,1,Madhya Pradesh,Central,Banking,Beauty,1,5917.0,,
8199,1001889,Carl,P00346042,F,18-25,18,0,Kerala,Southern,Food Processing,Electronics & Gadgets,3,5916.0,,
8200,1006000,Weirich,P00162442,F,46-50,47,0,Himachal Pradesh,Northern,Aviation,Electronics & Gadgets,2,5915.0,,
8203,1003491,Freymann,P00058442,F,26-35,33,1,Madhya Pradesh,Central,Aviation,Beauty,3,5914.0,,
8204,1002116,Stuti,P00234642,F,18-25,22,0,Andhra Pradesh,Southern,Chemical,Electronics & Gadgets,1,5913.0,,
8205,1002771,Sukant,P00044442,F,18-25,19,1,Haryana,Northern,Chemical,Electronics & Gadgets,4,5913.0,,
8209,1004021,Aishwarya,P0096742,F,51-55,55,0,Delhi,Central,Construction,Electronics & Gadgets,1,5910.0,,
8210,1004021,Aishwarya,P0096742,F,51-55,55,0,Delhi,Central,Construction,Electronics & Gadgets,4,5910.0,,
8211,1003773,Victoria,P00183342,F,36-45,42,1,Gujarat,Western,Food Processing,Electronics & Gadgets,1,5908.0,,
8213,1003648,Amit,P00003242,F,18-25,20,1,Maharashtra,Western,Agriculture,Beauty,2,5908.0,,
8214,1002116,Stuti,P00345642,F,18-25,19,0,Delhi,Central,Banking,Beauty,4,5907.0,,
8215,1003507,Brenda,P00087042,F,26-35,27,0,Madhya Pradesh,Central,Construction,Beauty,1,5907.0,,
8216,1004265,Brockman,P0094742,F,26-35,33,1,Madhya Pradesh,Central,IT Sector,Beauty,4,5907.0,,
8219,1004879,Saurabh,P00233542,F,26-35,26,0,Madhya Pradesh,Central,Govt,Beauty,4,5905.0,,
8220,1003942,Hazard,P00346242,F,18-25,21,0,Uttar Pradesh,Central,IT Sector,Decor,1,5905.0,,
8221,1002909,Debra,P00173042,F,26-35,28,1,Uttarakhand,Central,Agriculture,Electronics & Gadgets,1,5905.0,,
8222,1002069,Cacioppo,P00274142,F,55+,67,0,Madhya Pradesh,Central,Healthcare,Beauty,1,5903.0,,
8223,1003675,Hawkins,P00193842,F,36-45,43,1,Andhra Pradesh,Southern,Construction,Electronics & Gadgets,4,5902.0,,
8224,1005922,O'Rourke,P00121342,F,55+,86,1,Uttar Pradesh,Central,Textile,Electronics & Gadgets,2,5902.0,,
8225,1004774,Bixby,P00296342,F,46-50,47,0,Madhya Pradesh,Central,Retail,Beauty,1,5901.0,,
8226,1003864,Blanton,P00085942,F,51-55,54,1,Maharashtra,Western,IT Sector,Electronics & Gadgets,2,5901.0,,
8229,1001842,Ducich,P00119742,F,18-25,20,1,Andhra Pradesh,Southern,Aviation,Beauty,4,5898.0,,
8230,1004335,Aryan,P00054042,F,36-45,36,0,Himachal Pradesh,Northern,Aviation,Electronics & Gadgets,1,5898.0,,
8231,1004335,Aryan,P00054042,F,36-45,36,0,Uttar Pradesh,Central,Aviation,Electronics & Gadgets,2,5898.0,,
8232,1000291,Staebel,P00085442,F,36-45,40,0,Andhra Pradesh,Southern,Hospitality,Electronics & Gadgets,2,5896.0,,
8233,1001474,Folk,P00286342,F,26-35,30,0,Bihar,Eastern,Lawyer,Electronics & Gadgets,4,5896.0,,
8234,1004007,Shifley,P00307542,F,36-45,41,0,Madhya Pradesh,Central,Govt,Electronics & Gadgets,2,5896.0,,
8235,1000368,Olsen,P00355742,F,26-35,34,1,Maharashtra,Western,Aviation,Electronics & Gadgets,3,5896.0,,
8236,1000368,Olsen,P00355742,F,26-35,34,1,Maharashtra,Western,Aviation,Electronics & Gadgets,4,5896.0,,
8237,1002446,Stobb,P00313242,F,18-25,25,0,Rajasthan,Northern,Healthcare,Electronics & Gadgets,2,5895.0,,
8239,1004026,Troy,P00359242,F,26-35,28,0,Madhya Pradesh,Central,IT Sector,Beauty,3,5892.0,,
8240,1001790,Hemangi,P00128942,F,26-35,33,1,Punjab,Northern,Aviation,Electronics & Gadgets,1,5892.0,,
8241,1002929,Bhutekar,P00121642,F,18-25,21,1,Himachal Pradesh,Northern,Retail,Electronics & Gadgets,2,5891.0,,
8242,1000737,Steven,P00153742,F,0-17,14,0,Madhya Pradesh,Central,Construction,Beauty,4,5891.0,,
8243,1002929,Bhutekar,P00121642,F,18-25,21,1,Uttar Pradesh,Central,Retail,Electronics & Gadgets,2,5891.0,,
8244,1002116,Stuti,P00166242,F,18-25,24,1,Kerala,Southern,Aviation,Electronics & Gadgets,4,5890.0,,
8245,1002156,Granlund,P00121042,F,18-25,22,0,Uttar Pradesh,Central,Govt,Decor,4,5890.0,,
8247,1005070,Chandni,P00032842,F,26-35,26,0,Madhya Pradesh,Central,Govt,Beauty,4,5888.0,,
8248,1001470,Abhijeet,P00060942,F,18-25,23,1,Maharashtra,Western,Banking,Electronics & Gadgets,4,5888.0,,
8249,1005327,Monton,P00272642,F,26-35,32,1,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,3,5887.0,,
8250,1004239,Shillingsburg,P00357242,F,51-55,52,0,Karnataka,Southern,Automobile,Electronics & Gadgets,1,5886.0,,
8251,1004708,Southworth,P00273742,F,26-35,33,0,Punjab,Northern,Healthcare,Electronics & Gadgets,2,5884.0,,
8252,1004140,Bertelson,P00302042,F,26-35,29,1,Kerala,Southern,Aviation,Electronics & Gadgets,4,5883.0,,
8253,1004808,Anthony,P00250942,F,36-45,43,0,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,1,5882.0,,
8254,1004589,Dunbar,P00212942,F,26-35,35,1,Haryana,Northern,IT Sector,Electronics & Gadgets,4,5880.0,,
8255,1000090,Rittenbach,P00303342,F,55+,68,0,Kerala,Southern,Banking,Electronics & Gadgets,1,5878.0,,
8257,1002676,Jitesh,P00252742,F,55+,83,1,Andhra Pradesh,Southern,Banking,Electronics & Gadgets,1,5877.0,,
8258,1001694,Pryor,P00235342,F,26-35,27,0,Punjab,Northern,IT Sector,Electronics & Gadgets,4,5877.0,,
8259,1001655,Sheri,P00158542,F,18-25,25,1,Himachal Pradesh,Northern,Healthcare,Electronics & Gadgets,2,5876.0,,
8261,1003411,Gastineau,P00238442,F,18-25,22,0,Rajasthan,Northern,IT Sector,Electronics & Gadgets,4,5876.0,,
8263,1002374,Devendra,P00000342,F,26-35,31,0,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,3,5875.0,,
8264,1001152,Madan Mohan,P00361842,F,18-25,23,1,Haryana,Northern,Food Processing,Electronics & Gadgets,3,5875.0,,
8265,1005553,Butterfield,P00015942,F,36-45,42,1,Madhya Pradesh,Central,Healthcare,Electronics & Gadgets,3,5875.0,,
8267,1000157,Michelle,P00210942,F,36-45,39,0,Uttar Pradesh,Central,Construction,Electronics & Gadgets,2,5875.0,,
8269,1001304,Raymond,P00332242,F,26-35,30,0,Himachal Pradesh,Northern,Retail,Electronics & Gadgets,4,5872.0,,
8270,1000357,liebe,P00120642,F,18-25,20,1,Haryana,Northern,Automobile,Electronics & Gadgets,3,5871.0,,
8272,1004892,Staebel,P00280142,F,26-35,31,1,Jharkhand,Eastern,IT Sector,Electronics & Gadgets,1,5871.0,,
8274,1001426,Sandra,P00354342,F,18-25,18,1,Uttarakhand,Central,Lawyer,Electronics & Gadgets,3,5871.0,,
8276,1002232,Hitika,P00085442,F,26-35,30,1,Uttar Pradesh,Central,Aviation,Electronics & Gadgets,3,5869.0,,
8277,1002840,Justin,P00334242,F,26-35,35,1,Madhya Pradesh,Central,Healthcare,Electronics & Gadgets,1,5868.0,,
8278,1001154,Ashmeet,P0096842,F,0-17,13,1,Gujarat,Western,IT Sector,Electronics & Gadgets,3,5865.0,,
8280,1003072,Sandeep,P0095042,F,51-55,55,1,Punjab,Northern,Aviation,Electronics & Gadgets,4,5864.0,,
8281,1004591,Christensen,P00278042,F,26-35,26,1,Andhra Pradesh,Southern,Govt,Electronics & Gadgets,2,5863.0,,
8282,1003735,Soodesh,P00102442,F,26-35,32,1,Maharashtra,Western,Food Processing,Electronics & Gadgets,1,5863.0,,
8283,1003888,Beth,P00114042,F,46-50,47,0,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,2,5863.0,,
8285,1004916,Jeremy,P00220342,F,18-25,23,0,Karnataka,Southern,Lawyer,Electronics & Gadgets,2,5861.0,,
8287,1005256,Grant,P00315742,F,26-35,30,0,Andhra Pradesh,Southern,Govt,Electronics & Gadgets,1,5859.0,,
8288,1002030,Mitchum,P00111542,F,26-35,26,0,Haryana,Northern,Automobile,Electronics & Gadgets,1,5859.0,,
8290,1003910,Rohan,P00086242,F,26-35,29,0,Rajasthan,Northern,Aviation,Electronics & Gadgets,3,5858.0,,
8291,1001021,Pradeep,P00085042,F,36-45,41,0,Delhi,Central,Textile,Electronics & Gadgets,3,5857.0,,
8293,1002348,Noopur,P00113142,F,51-55,54,1,Maharashtra,Western,Hospitality,Electronics & Gadgets,3,5855.0,,
8294,1003080,Yash,P00121342,F,26-35,26,0,Andhra Pradesh,Southern,Retail,Electronics & Gadgets,2,5854.0,,
8295,1003230,Neha,P00335442,F,36-45,39,1,Punjab,Northern,Textile,Electronics & Gadgets,1,5853.0,,
8296,1004353,Triggs,P00352742,F,26-35,26,0,Uttarakhand,Central,Retail,Electronics & Gadgets,4,5853.0,,
8298,1003412,Apsingekar,P00303342,F,26-35,34,0,Gujarat,Western,Aviation,Electronics & Gadgets,1,5850.0,,
8299,1000885,Kasheen,P00023342,F,36-45,39,0,Uttar Pradesh,Central,Aviation,Electronics & Gadgets,2,5850.0,,
8300,1003041,Mitali,P00328142,F,26-35,30,0,Gujarat,Western,IT Sector,Electronics & Gadgets,2,5849.0,,
